,date,party,lugar
0,2013-01-01,Democrat,0.17391304347826086
1,2013-01-01,Republican,0.8205128205128205
2,2013-02-01,Democrat,0.1743295019157088
3,2013-02-01,Republican,0.6118421052631579
4,2013-03-01,Democrat,0.1393939393939394
5,2013-03-01,Republican,0.25396825396825395
6,2013-04-01,Democrat,0.15151515151515152
7,2013-04-01,Independent,0.75
8,2013-04-01,Republican,0.7764705882352941
9,2013-05-01,Democrat,0.2068345323741007
10,2013-05-01,Republican,0.4
11,2013-06-01,Democrat,0.24261603375527427
12,2013-06-01,Republican,0.35815602836879434
13,2013-07-01,Democrat,0.20121951219512196
14,2013-07-01,Republican,0.5211267605633803
15,2013-08-01,Democrat,0.06756756756756757
16,2013-08-01,Republican,0.17857142857142858
17,2013-09-01,Democrat,0.3565217391304348
18,2013-09-01,Republican,0.5789473684210527
19,2013-10-01,Democrat,0.13636363636363635
20,2013-10-01,Republican,0.3333333333333333
21,2013-11-01,Democrat,0.14080459770114942
22,2013-11-01,Republican,0.654320987654321
23,2013-12-01,Democrat,0.1
24,2013-12-01,Republican,0.06451612903225806
25,2014-01-01,Democrat,0.3177570093457944
26,2014-01-01,Republican,0.5675675675675675
27,2014-02-01,Democrat,0.15441176470588236
28,2014-02-01,Republican,0.15178571428571427
29,2014-03-01,Democrat,0.1286549707602339
30,2014-03-01,Republican,0.5862068965517241
31,2014-04-01,Democrat,0.14792899408284024
32,2014-04-01,Republican,0.29545454545454547
33,2014-05-01,Democrat,0.16580310880829016
34,2014-05-01,Independent,0.9
35,2014-05-01,Republican,0.2773722627737226
36,2014-06-01,Democrat,0.15845070422535212
37,2014-06-01,Republican,0.2661290322580645
38,2014-07-01,Democrat,0.2024793388429752
39,2014-07-01,Republican,0.5714285714285714
40,2014-08-01,Democrat,0.0
41,2014-08-01,Republican,1.0
42,2014-09-01,Democrat,0.29850746268656714
43,2014-09-01,Independent,0.6
44,2014-09-01,Republican,0.2545454545454545
45,2014-11-01,Democrat,0.5
46,2014-11-01,Republican,0.8392857142857143
47,2014-12-01,Democrat,0.2857142857142857
48,2014-12-01,Republican,1.0
