,date,party,lugar
0,2013-01-01,Democrat,0.09349593495934959
1,2013-01-01,Republican,0.5263157894736842
2,2013-02-01,Democrat,0.16954022988505746
3,2013-02-01,Republican,0.5805369127516778
4,2013-03-01,Democrat,0.21025641025641026
5,2013-03-01,Republican,0.46963562753036436
6,2013-04-01,Democrat,0.18681318681318682
7,2013-04-01,Independent,0.75
8,2013-04-01,Republican,0.5781990521327014
9,2013-05-01,Democrat,0.16787003610108303
10,2013-05-01,Republican,0.24324324324324326
11,2013-06-01,Democrat,0.20161290322580644
12,2013-06-01,Republican,0.19540229885057472
13,2013-07-01,Democrat,0.1829652996845426
14,2013-07-01,Republican,0.5128205128205128
15,2013-08-01,Democrat,0.15625
16,2013-08-01,Republican,0.3888888888888889
17,2013-09-01,Democrat,0.09523809523809523
18,2013-09-01,Independent,0.5
19,2013-09-01,Republican,0.47058823529411764
20,2013-10-01,Democrat,0.11801242236024845
21,2013-10-01,Republican,0.43243243243243246
22,2013-11-01,Democrat,0.23853211009174313
23,2013-11-01,Independent,0.8333333333333334
24,2013-11-01,Republican,0.14285714285714285
25,2013-12-01,Democrat,0.10144927536231885
26,2013-12-01,Independent,0.0
27,2013-12-01,Republican,0.390625
28,2014-01-01,Democrat,0.11842105263157894
29,2014-01-01,Independent,0.9
30,2014-01-01,Republican,0.3888888888888889
31,2014-02-01,Democrat,0.21311475409836064
32,2014-02-01,Republican,0.14414414414414414
33,2014-03-01,Democrat,0.18333333333333332
34,2014-03-01,Republican,0.45454545454545453
35,2014-04-01,Democrat,0.21551724137931033
36,2014-04-01,Independent,0.0
37,2014-04-01,Republican,0.22784810126582278
38,2014-05-01,Democrat,0.12605042016806722
39,2014-05-01,Independent,0.9
40,2014-05-01,Republican,0.16883116883116883
41,2014-06-01,Democrat,0.15139442231075698
42,2014-06-01,Republican,0.20512820512820512
43,2014-07-01,Democrat,0.17708333333333334
44,2014-07-01,Republican,0.5
45,2014-08-01,Republican,1.0
46,2014-09-01,Democrat,0.2
47,2014-09-01,Independent,0.5
48,2014-09-01,Republican,0.19444444444444445
49,2014-11-01,Democrat,0.5882352941176471
50,2014-11-01,Republican,0.7142857142857143
51,2014-12-01,Democrat,0.2857142857142857
52,2014-12-01,Republican,0.6363636363636364
