,date,party,lugar
0,2013-01-01,Democrat,0.10252365930599369
1,2013-01-01,Republican,0.3712121212121212
2,2013-02-01,Democrat,0.18699186991869918
3,2013-02-01,Republican,0.5514018691588785
4,2013-03-01,Democrat,0.16105769230769232
5,2013-03-01,Republican,0.27956989247311825
6,2013-04-01,Democrat,0.13892709766162312
7,2013-04-01,Republican,0.5111111111111111
8,2013-05-01,Democrat,0.21445221445221446
9,2013-05-01,Republican,0.36507936507936506
10,2013-06-01,Democrat,0.26756756756756755
11,2013-06-01,Republican,0.2159090909090909
12,2013-07-01,Democrat,0.17088607594936708
13,2013-07-01,Republican,0.4791666666666667
14,2013-08-01,Democrat,0.15294117647058825
15,2013-08-01,Republican,0.47058823529411764
16,2013-09-01,Democrat,0.27586206896551724
17,2013-09-01,Republican,0.575
18,2013-10-01,Democrat,0.19572953736654805
19,2013-10-01,Republican,0.3484848484848485
20,2013-11-01,Democrat,0.23232323232323232
21,2013-11-01,Republican,0.6842105263157895
22,2013-12-01,Democrat,0.12727272727272726
23,2013-12-01,Republican,0.4
24,2014-01-01,Democrat,0.1487603305785124
25,2014-01-01,Republican,0.5254237288135594
26,2014-02-01,Democrat,0.25663716814159293
27,2014-02-01,Republican,0.5194805194805194
28,2014-03-01,Democrat,0.1301775147928994
29,2014-03-01,Republican,0.4444444444444444
30,2014-04-01,Democrat,0.24056603773584906
31,2014-04-01,Republican,0.3125
32,2014-05-01,Democrat,0.17768595041322313
33,2014-05-01,Independent,0.9
34,2014-05-01,Republican,0.11538461538461539
35,2014-06-01,Democrat,0.21454545454545454
36,2014-06-01,Independent,0.9782608695652174
37,2014-06-01,Republican,0.2617801047120419
38,2014-07-01,Democrat,0.2544642857142857
39,2014-07-01,Republican,0.37681159420289856
40,2014-08-01,Democrat,0.0
41,2014-08-01,Republican,1.0
42,2014-09-01,Democrat,0.21266968325791855
43,2014-09-01,Independent,0.6666666666666666
44,2014-09-01,Republican,0.36904761904761907
45,2014-11-01,Democrat,0.47058823529411764
46,2014-11-01,Republican,0.782608695652174
47,2014-12-01,Democrat,0.36363636363636365
48,2014-12-01,Republican,0.52
